settlement_id,merchant_id,batch_date,total_transactions,total_amount,settled_amount,settlement_status
SET000396,MER0016,2025-04-06,1,38.49,37.65,MATCHED
SET000397,MER0016,2025-04-13,2,447.23,440.03,VARIANCE
SET000398,MER0016,2025-04-20,2,1738.66,1699.38,VARIANCE
SET000399,MER0016,2025-04-27,1,2229.88,2202.43,VARIANCE
SET000400,MER0016,2025-05-04,4,3151.12,3123.44,VARIANCE
SET000401,MER0016,2025-05-11,3,1187.08,1171.89,VARIANCE
SET000402,MER0016,2025-05-18,3,1241.16,1225.68,VARIANCE
SET000403,MER0016,2025-05-25,2,796.35,779.87,VARIANCE
SET000404,MER0016,2025-06-01,1,207.89,207.59,MATCHED
SET000405,MER0016,2025-06-08,1,409.32,397.28,VARIANCE
SET000406,MER0016,2025-06-15,3,2326.94,2268.76,VARIANCE
SET000407,MER0016,2025-06-22,0,0.0,0.0,MATCHED
SET000408,MER0016,2025-06-29,5,6892.34,6886.74,VARIANCE
SET000409,MER0017,2025-01-12,2,1294.57,1288.65,VARIANCE
SET000410,MER0017,2025-01-19,0,0.0,0.0,MATCHED
SET000411,MER0017,2025-01-26,1,1537.5,1534.89,VARIANCE
SET000412,MER0017,2025-02-02,3,1344.69,1322.77,VARIANCE
SET000413,MER0017,2025-02-09,3,4215.95,4161.7,VARIANCE
SET000414,MER0017,2025-02-16,4,3322.59,3287.44,VARIANCE
SET000415,MER0017,2025-02-23,2,417.21,412.42,VARIANCE
SET000416,MER0017,2025-03-02,3,1553.92,1548.3,VARIANCE
SET000417,MER0017,2025-03-09,4,5218.0,5202.14,VARIANCE
SET000418,MER0017,2025-03-16,4,3598.75,3524.89,VARIANCE
SET000419,MER0017,2025-03-23,2,809.9,807.28,VARIANCE
SET000420,MER0017,2025-03-30,6,8028.57,7863.78,VARIANCE
SET000421,MER0017,2025-04-06,3,487.34,482.72,VARIANCE
SET000422,MER0017,2025-04-13,3,696.68,679.08,VARIANCE
SET000423,MER0017,2025-04-20,0,0.0,0.0,MATCHED
SET000424,MER0017,2025-04-27,2,937.73,918.05,VARIANCE
SET000425,MER0017,2025-05-04,2,1290.85,1290.64,MATCHED
SET000426,MER0017,2025-05-11,3,1857.71,1839.04,VARIANCE
SET000427,MER0017,2025-05-18,3,1911.88,1876.74,VARIANCE
SET000428,MER0017,2025-05-25,1,524.79,524.19,MATCHED
SET000429,MER0017,2025-06-01,3,2097.84,2042.18,VARIANCE
SET000430,MER0017,2025-06-08,1,39.08,38.78,MATCHED
SET000431,MER0017,2025-06-15,1,315.3,311.98,VARIANCE
SET000432,MER0017,2025-06-22,1,2385.89,2315.54,VARIANCE
SET000433,MER0017,2025-06-29,3,738.76,726.79,VARIANCE
SET000434,MER0018,2025-01-05,3,2484.86,2418.99,VARIANCE
SET000435,MER0018,2025-01-12,4,1462.83,1462.82,MATCHED
SET000436,MER0018,2025-01-19,3,1124.51,1094.14,VARIANCE
SET000437,MER0018,2025-01-26,1,1386.72,1371.56,VARIANCE
SET000438,MER0018,2025-02-02,5,3432.39,3385.35,VARIANCE
SET000439,MER0018,2025-02-09,4,4288.19,4175.65,VARIANCE
SET000440,MER0018,2025-02-16,3,5614.86,5603.8,VARIANCE
SET000441,MER0018,2025-02-23,4,1204.97,1189.57,VARIANCE
SET000442,MER0018,2025-03-02,2,287.39,284.1,VARIANCE
SET000443,MER0018,2025-03-09,0,0.0,0.0,MATCHED
SET000444,MER0018,2025-03-16,3,1012.9,987.19,VARIANCE
SET000445,MER0018,2025-03-23,4,4163.29,4079.08,VARIANCE
SET000446,MER0018,2025-03-30,1,339.28,329.45,VARIANCE
SET000447,MER0018,2025-04-06,5,2520.5,2460.1,VARIANCE
SET000448,MER0018,2025-04-13,3,3033.48,2987.61,VARIANCE
SET000449,MER0018,2025-04-20,1,2878.35,2825.72,VARIANCE
SET000450,MER0018,2025-04-27,2,719.83,714.65,VARIANCE
SET000451,MER0018,2025-05-04,6,7638.95,7442.28,VARIANCE
SET000452,MER0018,2025-05-11,0,0.0,0.0,MATCHED
SET000453,MER0018,2025-05-18,0,0.0,0.0,MATCHED
SET000454,MER0018,2025-05-25,4,3309.58,3278.52,VARIANCE
SET000455,MER0018,2025-06-01,2,2933.68,2873.34,VARIANCE
SET000456,MER0018,2025-06-08,3,8656.91,8450.88,VARIANCE
SET000457,MER0018,2025-06-15,2,1990.9,1938.65,VARIANCE
SET000458,MER0018,2025-06-22,4,1237.29,1213.67,VARIANCE
SET000459,MER0018,2025-06-29,4,849.38,833.56,VARIANCE
SET000460,MER0019,2025-01-05,3,1281.72,1273.91,VARIANCE
SET000461,MER0019,2025-01-12,4,4681.47,4574.75,VARIANCE
SET000462,MER0019,2025-01-19,2,287.44,281.75,VARIANCE
SET000463,MER0019,2025-01-26,3,912.48,905.51,VARIANCE
SET000464,MER0019,2025-02-02,2,717.13,700.07,VARIANCE
SET000465,MER0019,2025-02-09,4,4395.37,4268.6,VARIANCE
SET000466,MER0019,2025-02-16,5,2226.12,2224.27,VARIANCE
SET000467,MER0019,2025-02-23,2,2288.93,2283.06,VARIANCE
SET000468,MER0019,2025-03-02,3,656.55,643.08,VARIANCE
SET000469,MER0019,2025-03-09,3,2583.88,2528.33,VARIANCE
SET000470,MER0019,2025-03-16,3,905.74,891.07,VARIANCE
SET000471,MER0019,2025-03-23,1,627.04,612.18,VARIANCE
SET000472,MER0019,2025-03-30,5,4728.45,4698.17,VARIANCE
SET000473,MER0019,2025-04-06,4,4912.85,4895.92,VARIANCE
SET000474,MER0019,2025-04-13,3,2291.48,2271.69,VARIANCE
SET000475,MER0019,2025-04-20,0,0.0,0.0,MATCHED
SET000476,MER0019,2025-04-27,2,886.44,882.18,VARIANCE
SET000477,MER0019,2025-05-04,3,2524.71,2519.89,VARIANCE
SET000478,MER0019,2025-05-11,2,1886.78,1840.58,VARIANCE
SET000479,MER0019,2025-05-18,2,3347.98,3314.68,VARIANCE
SET000480,MER0019,2025-05-25,1,799.05,779.22,VARIANCE
SET000481,MER0019,2025-06-01,1,340.21,340.07,MATCHED
SET000482,MER0019,2025-06-08,7,3088.92,3069.99,VARIANCE
SET000483,MER0019,2025-06-15,3,2404.9,2362.31,VARIANCE
SET000484,MER0019,2025-06-22,1,143.76,142.64,VARIANCE
SET000485,MER0019,2025-06-29,1,488.54,478.18,VARIANCE
SET000486,MER0020,2025-01-05,4,3953.1,3842.05,VARIANCE
SET000487,MER0020,2025-01-12,4,3480.39,3429.6,VARIANCE
SET000488,MER0020,2025-01-19,2,2238.58,2176.48,VARIANCE
SET000489,MER0020,2025-01-26,4,4124.69,4057.48,VARIANCE
SET000490,MER0020,2025-02-02,3,2404.91,2394.3,VARIANCE
SET000491,MER0020,2025-02-09,2,923.7,911.98,VARIANCE
SET000492,MER0020,2025-02-16,0,0.0,0.0,MATCHED
SET000493,MER0020,2025-02-23,7,14429.98,14088.89,VARIANCE
SET000494,MER0020,2025-03-02,1,428.27,422.59,VARIANCE
SET000495,MER0020,2025-03-09,1,257.2,253.41,VARIANCE
SET000496,MER0020,2025-03-16,2,4168.27,4156.21,VARIANCE
SET000497,MER0020,2025-03-23,1,109.34,106.62,VARIANCE
SET000498,MER0020,2025-03-30,3,1044.32,1027.59,VARIANCE
SET000499,MER0020,2025-04-06,2,3038.82,2988.47,VARIANCE
SET000500,MER0020,2025-04-13,3,1151.18,1129.66,VARIANCE
SET000501,MER0020,2025-04-20,3,1233.19,1203.08,VARIANCE
SET000502,MER0020,2025-04-27,4,1744.78,1712.51,VARIANCE
SET000503,MER0020,2025-05-04,3,932.36,919.57,VARIANCE
SET000504,MER0020,2025-05-11,5,4377.65,4271.8,VARIANCE
SET000505,MER0020,2025-05-18,1,940.93,921.75,VARIANCE
SET000506,MER0020,2025-05-25,3,2486.12,2450.83,VARIANCE
SET000507,MER0020,2025-06-01,1,247.69,247.24,MATCHED
SET000508,MER0020,2025-06-08,5,2399.37,2362.13,VARIANCE
SET000509,MER0020,2025-06-15,3,1507.02,1477.46,VARIANCE
SET000510,MER0020,2025-06-22,1,998.36,969.44,VARIANCE
SET000511,MER0020,2025-06-29,6,7732.51,7620.7,VARIANCE
SET000512,MER0021,2025-01-05,2,2030.88,1990.92,VARIANCE
SET000513,MER0021,2025-01-12,2,884.83,861.36,VARIANCE
SET000514,MER0021,2025-01-19,3,2913.05,2867.09,VARIANCE
SET000515,MER0021,2025-01-26,1,102.9,101.71,VARIANCE
SET000516,MER0021,2025-02-02,1,777.36,762.23,VARIANCE
SET000517,MER0021,2025-02-09,3,895.95,888.83,VARIANCE
SET000518,MER0021,2025-02-16,2,1136.37,1123.82,VARIANCE
SET000519,MER0021,2025-02-23,5,2062.49,2004.5,VARIANCE
SET000520,MER0021,2025-03-02,1,330.62,321.19,VARIANCE
SET000521,MER0021,2025-03-09,2,1342.47,1323.36,VARIANCE
SET000522,MER0021,2025-03-16,3,1800.23,1778.91,VARIANCE
SET000523,MER0021,2025-03-23,6,4202.91,4147.05,VARIANCE
SET000524,MER0021,2025-03-30,2,1222.06,1193.8,VARIANCE
SET000525,MER0021,2025-04-06,1,326.12,319.71,VARIANCE
SET000526,MER0021,2025-04-13,5,4097.03,4062.34,VARIANCE
SET000527,MER0021,2025-04-20,1,183.92,180.59,VARIANCE
SET000528,MER0021,2025-04-27,2,1094.96,1079.49,VARIANCE
SET000529,MER0021,2025-05-04,1,356.27,348.02,VARIANCE
SET000530,MER0021,2025-05-11,6,5113.22,5056.3,VARIANCE
SET000531,MER0021,2025-05-18,3,2033.21,2001.45,VARIANCE
SET000532,MER0021,2025-05-25,2,576.02,558.79,VARIANCE
SET000533,MER0021,2025-06-01,5,2334.86,2317.66,VARIANCE
SET000534,MER0021,2025-06-08,5,4634.16,4606.78,VARIANCE
SET000535,MER0021,2025-06-15,1,45.38,45.36,MATCHED
SET000536,MER0021,2025-06-22,2,1975.2,1971.78,VARIANCE
SET000537,MER0021,2025-06-29,2,604.09,598.69,VARIANCE
SET000538,MER0022,2025-01-05,3,1197.17,1178.02,VARIANCE
SET000539,MER0022,2025-01-12,3,1064.16,1040.72,VARIANCE
SET000540,MER0022,2025-01-19,2,939.14,930.79,VARIANCE
SET000541,MER0022,2025-01-26,5,3189.77,3134.16,VARIANCE
SET000542,MER0022,2025-02-02,3,1162.34,1138.73,VARIANCE
SET000543,MER0022,2025-02-09,3,1670.8,1626.54,VARIANCE
SET000544,MER0022,2025-02-16,1,762.67,753.64,VARIANCE
SET000545,MER0022,2025-02-23,1,589.73,584.61,VARIANCE
SET000546,MER0022,2025-03-02,2,884.78,878.66,VARIANCE
SET000547,MER0022,2025-03-09,2,2518.32,2454.3,VARIANCE
SET000548,MER0022,2025-03-16,3,3281.33,3203.06,VARIANCE
SET000549,MER0022,2025-03-23,3,368.57,364.56,VARIANCE
SET000550,MER0022,2025-03-30,4,1080.13,1051.93,VARIANCE
SET000551,MER0022,2025-04-06,1,239.31,238.49,MATCHED
SET000552,MER0022,2025-04-13,1,1039.4,1037.14,VARIANCE
SET000553,MER0022,2025-04-20,4,2815.45,2784.28,VARIANCE
SET000554,MER0022,2025-04-27,3,1806.95,1766.91,VARIANCE
SET000555,MER0022,2025-05-04,3,1330.87,1313.4,VARIANCE
SET000556,MER0022,2025-05-11,5,4107.26,4078.45,VARIANCE
SET000557,MER0022,2025-05-18,3,1262.73,1237.91,VARIANCE
SET000558,MER0022,2025-05-25,5,9384.08,9285.41,VARIANCE
SET000559,MER0022,2025-06-01,2,2074.71,2049.9,VARIANCE
SET000560,MER0022,2025-06-08,1,131.13,130.77,MATCHED
SET000561,MER0022,2025-06-15,1,187.04,185.78,VARIANCE
SET000562,MER0022,2025-06-22,3,1801.2,1783.32,VARIANCE
SET000563,MER0022,2025-06-29,3,3227.77,3183.7,VARIANCE
SET000564,MER0023,2025-01-12,4,2776.41,2767.24,VARIANCE
SET000565,MER0023,2025-01-19,1,3381.0,3340.7,VARIANCE
SET000566,MER0023,2025-01-26,5,3498.75,3466.12,VARIANCE
SET000567,MER0023,2025-02-02,4,7985.93,7820.75,VARIANCE
SET000568,MER0023,2025-02-09,5,4011.82,3904.39,VARIANCE
SET000569,MER0023,2025-02-16,2,560.47,553.04,VARIANCE
SET000570,MER0023,2025-02-23,2,1501.28,1466.26,VARIANCE
SET000571,MER0023,2025-03-02,6,3973.53,3969.91,VARIANCE
SET000572,MER0023,2025-03-09,4,2696.82,2633.82,VARIANCE
SET000573,MER0023,2025-03-16,2,5882.96,5864.54,VARIANCE
SET000574,MER0023,2025-03-23,0,0.0,0.0,MATCHED
SET000575,MER0023,2025-03-30,3,1872.71,1827.3,VARIANCE
SET000576,MER0023,2025-04-06,1,368.77,364.09,VARIANCE
SET000577,MER0023,2025-04-13,8,7827.33,7668.19,VARIANCE
SET000578,MER0023,2025-04-20,2,2219.39,2218.97,MATCHED
SET000579,MER0023,2025-04-27,4,1944.95,1922.64,VARIANCE
SET000580,MER0023,2025-05-04,1,1477.91,1438.05,VARIANCE
SET000581,MER0023,2025-05-11,4,5769.24,5649.82,VARIANCE
SET000582,MER0023,2025-05-18,0,0.0,0.0,MATCHED
SET000583,MER0023,2025-05-25,4,996.76,981.62,VARIANCE
SET000584,MER0023,2025-06-01,2,922.82,909.75,VARIANCE
SET000585,MER0023,2025-06-08,2,533.8,522.84,VARIANCE
SET000586,MER0023,2025-06-15,3,871.83,863.27,VARIANCE
SET000587,MER0023,2025-06-22,5,6466.46,6358.77,VARIANCE
SET000588,MER0023,2025-06-29,3,1015.02,1009.53,VARIANCE
SET000589,MER0024,2025-01-05,4,3799.99,3763.41,VARIANCE
SET000590,MER0024,2025-01-12,2,1481.45,1448.5,VARIANCE
SET000591,MER0024,2025-01-19,5,2769.49,2755.36,VARIANCE
SET000592,MER0024,2025-01-26,2,1128.25,1095.4,VARIANCE
SET000593,MER0024,2025-02-02,4,3882.93,3793.85,VARIANCE
SET000594,MER0024,2025-02-09,3,1666.67,1618.09,VARIANCE
SET000595,MER0024,2025-02-16,1,479.15,478.45,MATCHED
SET000596,MER0024,2025-02-23,3,1225.44,1208.36,VARIANCE
SET000597,MER0024,2025-03-02,4,2856.51,2842.91,VARIANCE
SET000598,MER0024,2025-03-09,7,1992.68,1992.09,MATCHED
SET000599,MER0024,2025-03-16,4,2383.85,2318.88,VARIANCE
SET000600,MER0024,2025-03-23,3,1437.36,1433.05,VARIANCE
SET000601,MER0024,2025-03-30,3,2714.97,2635.21,VARIANCE
SET000602,MER0024,2025-04-06,2,236.04,233.92,VARIANCE
SET000603,MER0024,2025-04-13,3,3093.32,3074.13,VARIANCE
SET000604,MER0024,2025-04-20,1,199.9,196.21,VARIANCE
SET000605,MER0024,2025-04-27,3,912.49,909.48,VARIANCE
SET000606,MER0024,2025-05-04,4,1728.85,1716.75,VARIANCE
SET000607,MER0024,2025-05-11,4,18733.32,18450.96,VARIANCE
SET000608,MER0024,2025-05-18,4,2295.98,2246.45,VARIANCE
SET000609,MER0024,2025-05-25,5,5253.75,5121.24,VARIANCE
SET000610,MER0024,2025-06-01,0,0.0,0.0,MATCHED
SET000611,MER0024,2025-06-08,6,3117.66,3074.77,VARIANCE
SET000612,MER0024,2025-06-15,1,542.9,535.16,VARIANCE
SET000613,MER0024,2025-06-22,0,0.0,0.0,MATCHED
SET000614,MER0024,2025-06-29,4,3667.23,3615.57,VARIANCE
SET000615,MER0025,2025-01-05,1,568.72,553.01,VARIANCE
SET000616,MER0025,2025-01-12,5,1213.07,1187.67,VARIANCE
SET000617,MER0025,2025-01-19,1,32.77,32.44,MATCHED
SET000618,MER0025,2025-01-26,2,1945.46,1895.93,VARIANCE
SET000619,MER0025,2025-02-02,3,1037.7,1022.85,VARIANCE
SET000620,MER0025,2025-02-09,4,3727.63,3630.76,VARIANCE
SET000621,MER0025,2025-02-16,1,2337.94,2329.67,VARIANCE
SET000622,MER0025,2025-02-23,1,527.06,514.59,VARIANCE
SET000623,MER0025,2025-03-02,0,0.0,0.0,MATCHED
SET000624,MER0025,2025-03-09,3,539.46,538.14,VARIANCE
SET000625,MER0025,2025-03-16,5,2799.3,2796.34,VARIANCE
SET000626,MER0025,2025-03-23,2,3057.3,2991.47,VARIANCE
SET000627,MER0025,2025-03-30,4,2731.53,2705.44,VARIANCE
SET000628,MER0025,2025-04-06,2,600.74,583.98,VARIANCE
SET000629,MER0025,2025-04-13,3,2312.6,2310.66,VARIANCE
SET000630,MER0025,2025-04-20,3,3194.72,3165.22,VARIANCE
SET000631,MER0025,2025-04-27,1,785.62,762.92,VARIANCE
SET000632,MER0025,2025-05-04,3,1828.08,1780.83,VARIANCE
SET000633,MER0025,2025-05-11,4,3234.24,3147.45,VARIANCE
SET000634,MER0025,2025-05-18,1,246.76,241.93,VARIANCE
SET000635,MER0025,2025-05-25,0,0.0,0.0,MATCHED
SET000636,MER0025,2025-06-01,3,2852.51,2834.46,VARIANCE
SET000637,MER0025,2025-06-08,2,2555.53,2503.86,VARIANCE
SET000638,MER0025,2025-06-15,4,3226.56,3208.13,VARIANCE
SET000639,MER0025,2025-06-22,0,0.0,0.0,MATCHED
SET000640,MER0025,2025-06-29,3,7202.77,7104.42,VARIANCE
SET000641,MER0026,2025-01-05,4,4091.11,4016.16,VARIANCE
SET000642,MER0026,2025-01-12,3,2067.95,2010.6,VARIANCE
SET000643,MER0026,2025-01-19,3,1618.5,1614.59,VARIANCE
SET000644,MER0026,2025-01-26,4,1672.73,1655.55,VARIANCE
SET000645,MER0026,2025-02-02,4,4189.92,4189.38,MATCHED
SET000646,MER0026,2025-02-09,4,1540.88,1524.24,VARIANCE
SET000647,MER0026,2025-02-16,1,537.72,531.61,VARIANCE
SET000648,MER0026,2025-02-23,3,2775.54,2702.89,VARIANCE
SET000649,MER0026,2025-03-02,2,3294.79,3243.01,VARIANCE
SET000650,MER0026,2025-03-09,3,1458.6,1454.08,VARIANCE
SET000651,MER0026,2025-03-16,5,3529.57,3482.84,VARIANCE
SET000652,MER0026,2025-03-23,0,0.0,0.0,MATCHED
SET000653,MER0026,2025-03-30,4,3923.88,3860.28,VARIANCE
SET000654,MER0026,2025-04-06,3,2001.29,1962.75,VARIANCE
SET000655,MER0026,2025-04-13,3,1025.52,995.11,VARIANCE
SET000656,MER0026,2025-04-20,3,889.91,869.05,VARIANCE
SET000657,MER0026,2025-04-27,3,740.46,722.38,VARIANCE
SET000658,MER0026,2025-05-04,1,1261.34,1226.95,VARIANCE
SET000659,MER0026,2025-05-11,6,5442.66,5288.22,VARIANCE
SET000660,MER0026,2025-05-18,2,-203.83,-202.34,VARIANCE
SET000661,MER0026,2025-05-25,4,4322.34,4321.75,MATCHED
SET000662,MER0026,2025-06-01,2,289.8,287.17,VARIANCE
SET000663,MER0026,2025-06-08,3,855.46,851.11,VARIANCE
SET000664,MER0026,2025-06-15,5,8316.11,8118.93,VARIANCE
SET000665,MER0026,2025-06-22,2,2353.74,2343.12,VARIANCE
SET000666,MER0026,2025-06-29,4,1079.78,1059.72,VARIANCE
SET000667,MER0027,2025-01-05,1,1165.31,1160.23,VARIANCE
SET000668,MER0027,2025-01-12,3,758.31,740.97,VARIANCE
SET000669,MER0027,2025-01-19,3,1751.97,1715.13,VARIANCE
SET000670,MER0027,2025-01-26,4,1351.24,1332.05,VARIANCE
SET000671,MER0027,2025-02-02,1,1291.96,1261.87,VARIANCE
SET000672,MER0027,2025-02-09,2,1728.61,1690.16,VARIANCE
SET000673,MER0027,2025-02-16,0,0.0,0.0,MATCHED
SET000674,MER0027,2025-02-23,5,2670.68,2653.8,VARIANCE
SET000675,MER0027,2025-03-02,2,1119.11,1118.54,MATCHED
SET000676,MER0027,2025-03-09,2,1298.32,1284.87,VARIANCE
SET000677,MER0027,2025-03-16,2,530.25,519.92,VARIANCE
SET000678,MER0027,2025-03-23,3,2904.33,2858.07,VARIANCE
SET000679,MER0027,2025-03-30,1,591.76,584.41,VARIANCE
SET000680,MER0027,2025-04-06,0,0.0,0.0,MATCHED
SET000681,MER0027,2025-04-13,2,588.02,586.56,VARIANCE
SET000682,MER0027,2025-04-20,1,186.88,184.45,VARIANCE
SET000683,MER0027,2025-04-27,0,0.0,0.0,MATCHED
SET000684,MER0027,2025-05-04,5,2106.04,2073.05,VARIANCE
SET000685,MER0027,2025-05-11,0,0.0,0.0,MATCHED
SET000686,MER0027,2025-05-18,4,1343.62,1304.48,VARIANCE
SET000687,MER0027,2025-05-25,2,548.34,537.22,VARIANCE
SET000688,MER0027,2025-06-01,3,2188.29,2154.33,VARIANCE
SET000689,MER0027,2025-06-08,3,2637.56,2559.35,VARIANCE
SET000690,MER0027,2025-06-15,2,2717.01,2671.33,VARIANCE
SET000691,MER0027,2025-06-22,4,2421.75,2357.52,VARIANCE
SET000692,MER0027,2025-06-29,4,1994.22,1950.39,VARIANCE
SET000693,MER0028,2025-01-05,4,1810.66,1804.36,VARIANCE
SET000694,MER0028,2025-01-12,1,14.95,14.91,MATCHED
SET000695,MER0028,2025-01-19,2,4185.21,4074.02,VARIANCE
SET000696,MER0028,2025-01-26,3,1635.58,1615.36,VARIANCE
SET000697,MER0028,2025-02-02,2,857.24,844.03,VARIANCE
SET000698,MER0028,2025-02-09,3,1768.04,1717.84,VARIANCE
SET000699,MER0028,2025-02-16,2,776.44,760.07,VARIANCE
SET000700,MER0028,2025-02-23,2,1195.77,1179.06,VARIANCE
SET000701,MER0028,2025-03-02,2,419.91,412.67,VARIANCE
SET000702,MER0028,2025-03-09,6,5659.11,5586.06,VARIANCE
SET000703,MER0028,2025-03-16,2,858.3,834.25,VARIANCE
SET000704,MER0028,2025-03-23,2,1284.96,1270.04,VARIANCE
SET000705,MER0028,2025-03-30,1,1790.97,1770.09,VARIANCE
SET000706,MER0028,2025-04-06,3,13857.27,13520.39,VARIANCE
SET000707,MER0028,2025-04-13,2,2533.81,2500.9,VARIANCE
SET000708,MER0028,2025-04-20,2,1128.99,1126.76,VARIANCE
SET000709,MER0028,2025-04-27,3,869.04,866.2,VARIANCE
SET000710,MER0028,2025-05-04,3,2016.52,1993.33,VARIANCE
SET000711,MER0028,2025-05-11,0,0.0,0.0,MATCHED
SET000712,MER0028,2025-05-18,1,151.88,150.74,VARIANCE
SET000713,MER0028,2025-05-25,4,4595.24,4519.95,VARIANCE
SET000714,MER0028,2025-06-01,2,610.17,604.8,VARIANCE
SET000715,MER0028,2025-06-08,1,285.38,280.01,VARIANCE
SET000716,MER0028,2025-06-15,2,719.19,709.59,VARIANCE
SET000717,MER0028,2025-06-22,2,962.66,954.97,VARIANCE
SET000718,MER0028,2025-06-29,3,403.2,398.18,VARIANCE
SET000719,MER0029,2025-01-12,2,1800.89,1779.44,VARIANCE
SET000720,MER0029,2025-01-19,2,1075.4,1055.54,VARIANCE
SET000721,MER0029,2025-01-26,3,5515.37,5407.84,VARIANCE
SET000722,MER0029,2025-02-02,3,656.87,650.08,VARIANCE
SET000723,MER0029,2025-02-09,3,2028.07,1994.36,VARIANCE
SET000724,MER0029,2025-02-16,1,502.7,494.27,VARIANCE
SET000725,MER0029,2025-02-23,0,0.0,0.0,MATCHED
SET000726,MER0029,2025-03-02,3,2345.84,2295.92,VARIANCE
SET000727,MER0029,2025-03-09,6,3271.59,3234.87,VARIANCE
SET000728,MER0029,2025-03-16,3,1112.47,1108.4,VARIANCE
SET000729,MER0029,2025-03-23,1,551.52,538.2,VARIANCE
SET000730,MER0029,2025-03-30,0,0.0,0.0,MATCHED
SET000731,MER0029,2025-04-06,3,875.49,863.18,VARIANCE
SET000732,MER0029,2025-04-13,1,359.22,355.31,VARIANCE
SET000733,MER0029,2025-04-20,3,1760.02,1742.24,VARIANCE
SET000734,MER0029,2025-04-27,6,2479.52,2434.89,VARIANCE
SET000735,MER0029,2025-05-04,3,711.11,690.0,VARIANCE
SET000736,MER0029,2025-05-11,0,0.0,0.0,MATCHED
SET000737,MER0029,2025-05-18,0,0.0,0.0,MATCHED
SET000738,MER0029,2025-05-25,2,2532.3,2504.16,VARIANCE
SET000739,MER0029,2025-06-01,1,192.88,192.46,MATCHED
SET000740,MER0029,2025-06-08,1,624.68,618.26,VARIANCE
SET000741,MER0029,2025-06-15,2,1248.25,1235.26,VARIANCE
SET000742,MER0029,2025-06-22,0,0.0,0.0,MATCHED
SET000743,MER0029,2025-06-29,3,1134.46,1127.46,VARIANCE
SET000744,MER0030,2025-01-05,2,1345.55,1310.41,VARIANCE
SET000745,MER0030,2025-01-12,4,965.78,962.45,VARIANCE
SET000746,MER0030,2025-01-19,3,1261.74,1242.42,VARIANCE
SET000747,MER0030,2025-01-26,3,4366.75,4295.16,VARIANCE
SET000748,MER0030,2025-02-02,2,315.86,312.94,VARIANCE
SET000749,MER0030,2025-02-09,3,3966.21,3911.81,VARIANCE
SET000750,MER0030,2025-02-16,3,8251.23,8250.16,VARIANCE
SET000751,MER0030,2025-02-23,1,544.71,530.34,VARIANCE
SET000752,MER0030,2025-03-02,2,1102.17,1071.21,VARIANCE
SET000753,MER0030,2025-03-09,2,3347.84,3307.14,VARIANCE
SET000754,MER0030,2025-03-16,2,2509.28,2451.03,VARIANCE
SET000755,MER0030,2025-03-23,6,3286.13,3209.97,VARIANCE
SET000756,MER0030,2025-03-30,4,3008.25,3008.09,MATCHED
SET000757,MER0030,2025-04-06,1,437.28,431.1,VARIANCE
SET000758,MER0030,2025-04-13,3,4274.53,4183.87,VARIANCE
SET000759,MER0030,2025-04-20,0,0.0,0.0,MATCHED
SET000760,MER0030,2025-04-27,3,1283.18,1253.37,VARIANCE
SET000761,MER0030,2025-05-04,3,2082.45,2035.73,VARIANCE
SET000762,MER0030,2025-05-11,4,10473.1,10201.29,VARIANCE
SET000763,MER0030,2025-05-18,4,2143.39,2141.87,VARIANCE
SET000764,MER0030,2025-05-25,0,0.0,0.0,MATCHED
SET000765,MER0030,2025-06-01,4,8039.0,7884.56,VARIANCE
SET000766,MER0030,2025-06-08,3,3332.25,3243.16,VARIANCE
SET000767,MER0030,2025-06-15,2,483.41,483.06,MATCHED
SET000768,MER0030,2025-06-22,1,843.98,841.19,VARIANCE
SET000769,MER0030,2025-06-29,5,2899.49,2820.77,VARIANCE
SET000770,MER0031,2025-01-05,1,301.6,300.42,VARIANCE
SET000771,MER0031,2025-01-12,2,655.2,646.38,VARIANCE
SET000772,MER0031,2025-01-19,3,479.93,479.71,MATCHED
SET000773,MER0031,2025-01-26,3,3683.64,3621.8,VARIANCE
SET000774,MER0031,2025-02-02,3,1927.56,1894.92,VARIANCE
SET000775,MER0031,2025-02-09,1,298.02,289.15,VARIANCE
SET000776,MER0031,2025-02-16,2,433.24,427.73,VARIANCE
SET000777,MER0031,2025-02-23,3,3202.35,3129.21,VARIANCE
SET000778,MER0031,2025-03-02,3,2965.02,2954.44,VARIANCE
SET000779,MER0031,2025-03-09,1,269.18,262.91,VARIANCE
SET000780,MER0031,2025-03-16,4,4468.79,4453.09,VARIANCE
SET000781,MER0031,2025-03-23,3,2529.42,2478.85,VARIANCE
SET000782,MER0031,2025-03-30,4,2138.07,2125.67,VARIANCE
SET000783,MER0031,2025-04-06,2,1109.98,1100.46,VARIANCE
SET000784,MER0031,2025-04-13,3,1200.54,1198.14,VARIANCE
SET000785,MER0031,2025-04-20,3,3125.55,3085.71,VARIANCE
SET000786,MER0031,2025-04-27,3,1533.7,1504.26,VARIANCE
SET000787,MER0031,2025-05-04,2,3624.39,3544.24,VARIANCE
SET000788,MER0031,2025-05-11,3,3313.25,3237.2,VARIANCE
SET000789,MER0031,2025-05-18,4,3118.4,3034.5,VARIANCE
SET000790,MER0031,2025-05-25,3,862.76,844.62,VARIANCE
SET000791,MER0031,2025-06-01,5,4765.58,4667.95,VARIANCE
SET000792,MER0031,2025-06-08,3,4565.63,4541.37,VARIANCE
